Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19
96008555,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887829|023|96008555|T-Import,14471676,0,55:30.8,agi_bideveloper2,INSERT
87868266,CX,HKG,80,00:00.0,HKG,ORD,8,2420.6,2420.6,0,E,55:30.8,10887507|160|87868266|E,14473119,0,55:30.8,agi_bideveloper2,INSERT
59503006,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885465|081|59503006|I-Import,14471972,0,55:30.8,agi_bideveloper2,INSERT
67162830,DL,JFK,127,00:00.0,MAD,JFK,0,0,0,0,I,55:30.8,10888269|006|67162830|I-Import,14470883,0,55:30.8,agi_bideveloper2,INSERT
42825414,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887830|180|42825414|I-Import,14471677,0,55:30.8,agi_bideveloper2,INSERT
87868266,CX,ORD,80,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10887507|160|87868266|I-Import,14473120,0,55:30.8,agi_bideveloper2,INSERT
59503651,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885466|081|59503651|I-Import,14471973,0,55:30.8,agi_bideveloper2,INSERT
67335774,DL,JFK,127,00:00.0,MAD,JFK,0,0,0,0,I,55:30.8,10888270|006|67335774|I-Import,14470884,0,55:30.8,agi_bideveloper2,INSERT
42825403,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887831|180|42825403|I-Import,14471678,0,55:30.8,agi_bideveloper2,INSERT
79446360,CX,HKG,80,00:00.0,HKG,ORD,1,4500,4500,0,E,55:30.8,10887508|160|79446360|E,14473121,0,55:30.8,agi_bideveloper2,INSERT
55404926,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885467|081|55404926|I-Import,14471974,0,55:30.8,agi_bideveloper2,INSERT
67338316,DL,JFK,127,00:00.0,MAD,JFK,0,0,0,0,I,55:30.8,10888271|006|67338316|T-Import,14470885,0,55:30.8,agi_bideveloper2,INSERT
42825370,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887832|180|42825370|I-Import,14471679,0,55:30.8,agi_bideveloper2,INSERT
79446360,CX,ORD,80,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10887508|160|79446360|I-Import,14473122,0,55:30.8,agi_bideveloper2,INSERT
59500265,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885468|081|59500265|I-Import,14471975,0,55:30.8,agi_bideveloper2,INSERT
67297775,DL,JFK,127,00:00.0,MAD,JFK,0,0,0,0,I,55:30.8,10888272|006|67297775|T-Import,14470886,0,55:30.8,agi_bideveloper2,INSERT
90755965,LA,JFK,2468,00:00.0,LIM,JFK,0,0,0,0,I,55:30.8,10887213|145|90755965|I-Import,14471631,0,55:30.8,agi_bideveloper2,INSERT
61451865,D5,ORD,9340,00:00.0,ORD,CVG,22,2807.9,2807.9,0,E,55:30.8,10887515|000|61451865|E,14473123,0,55:30.8,agi_bideveloper2,INSERT
59502796,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885469|081|59502796|I-Import,14471976,0,55:30.8,agi_bideveloper2,INSERT
20346712,DL,JFK,127,00:00.0,MAD,JFK,0,0,0,0,I,55:30.8,10888273|006|20346712|T-Import,14470887,0,55:30.8,agi_bideveloper2,INSERT
90755954,LA,JFK,2468,00:00.0,LIM,JFK,0,0,0,0,I,55:30.8,10887214|145|90755954|I-Import,14471632,0,55:30.8,agi_bideveloper2,INSERT
42962592,M6,SJU,880,00:00.0,SJU,EWR,2,333,333,0,E,55:30.8,10887516|810|42962592|E,14473124,0,55:30.8,agi_bideveloper2,INSERT
59502892,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885470|081|59502892|I-Import,14471977,0,55:30.8,agi_bideveloper2,INSERT
20119691,DL,JFK,127,00:00.0,MAD,JFK,0,0,0,0,I,55:30.8,10888274|006|20119691|T-Import,14470888,0,55:30.8,agi_bideveloper2,INSERT
90969303,LA,JFK,2468,00:00.0,LIM,JFK,0,0,0,0,I,55:30.8,10887215|145|90969303|I-Import,14471633,0,55:30.8,agi_bideveloper2,INSERT
42962592,M6,EWR,880,00:00.0,SJU,EWR,0,0,0,0,I,55:30.8,10887516|810|42962592|I-Import,14473125,0,55:30.8,agi_bideveloper2,INSERT
59503054,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885471|081|59503054|I-Import,14471978,0,55:30.8,agi_bideveloper2,INSERT
67412800,DL,JFK,127,00:00.0,MAD,JFK,0,0,0,0,I,55:30.8,10888275|006|67412800|T-Import,14470889,0,55:30.8,agi_bideveloper2,INSERT
90292285,LA,JFK,2468,00:00.0,LIM,JFK,0,0,14677,0,I,55:30.8,10887216|145|90292285|I-Import,14471634,0,55:30.8,agi_bideveloper2,INSERT
42962592,M6,SJU,880,00:00.0,SJU,EWR,2,345,345,0,E,55:30.8,10887517|810|42962592|E,14473126,0,55:30.8,agi_bideveloper2,INSERT
59503360,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885472|081|59503360|I-Import,14471979,0,55:30.8,agi_bideveloper2,INSERT
18746700,DL,JFK,127,00:00.0,MAD,JFK,0,0,0,0,I,55:30.8,10888276|006|18746700|I-Import,14470890,0,55:30.8,agi_bideveloper2,INSERT
35420033,TK,IST,186,00:00.0,ORD,IST,0,0,0,0,I,55:30.8,10887223|235|35420033|T-Import,14471635,0,55:30.8,agi_bideveloper2,INSERT
42962592,M6,EWR,880,00:00.0,SJU,EWR,0,0,0,0,I,55:30.8,10887517|810|42962592|I-Import,14473127,0,55:30.8,agi_bideveloper2,INSERT
59707550,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885473|081|59707550|I-Import,14471980,0,55:30.8,agi_bideveloper2,INSERT
67338224,DL,JFK,127,00:00.0,MAD,JFK,0,0,0,0,I,55:30.8,10888277|006|67338224|T-Import,14470891,0,55:30.8,agi_bideveloper2,INSERT
83549303,TK,IST,186,00:00.0,ORD,IST,0,0,0,0,I,55:30.8,10887224|235|83549303|T-Import,14471636,0,55:30.8,agi_bideveloper2,INSERT
21685602,M6,SJU,880,00:00.0,SJU,EWR,1,1447,1447,0,E,55:30.8,10887518|810|21685602|E,14473128,0,55:30.8,agi_bideveloper2,INSERT
59502870,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885474|081|59502870|I-Import,14471981,0,55:30.8,agi_bideveloper2,INSERT
18804306,DL,JFK,127,00:00.0,MAD,JFK,0,0,0,0,I,55:30.8,10888278|006|18804306|I-Import,14470892,0,55:30.8,agi_bideveloper2,INSERT
83549303,TK,IST,186,00:00.0,ORD,IST,0,0,0,0,I,55:30.8,10887225|235|83549303|T-Import,14471637,0,55:30.8,agi_bideveloper2,INSERT
21685602,M6,EWR,880,00:00.0,SJU,EWR,0,0,0,0,I,55:30.8,10887518|810|21685602|I-Import,14473129,0,55:30.8,agi_bideveloper2,INSERT
59503673,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885475|081|59503673|I-Import,14471982,0,55:30.8,agi_bideveloper2,INSERT
18746700,DL,JFK,127,00:00.0,MAD,JFK,0,0,0,0,I,55:30.8,10888279|006|18746700|I-Import,14470893,0,55:30.8,agi_bideveloper2,INSERT
83549303,TK,IST,186,00:00.0,ORD,IST,0,0,0,0,I,55:30.8,10887226|235|83549303|T-Import,14471638,0,55:30.8,agi_bideveloper2,INSERT
49885135,JL,ORD,10,00:00.0,HND,ORD,4,25,0,0,I,55:30.8,10886355|131|49885135|I-Import,14473130,0,55:30.8,agi_bideveloper2,INSERT
59707546,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885476|081|59707546|I-Import,14471983,0,55:30.8,agi_bideveloper2,INSERT
18868662,DL,JFK,157,00:00.0,ACC,JFK,0,0,0,0,I,55:30.8,10888293|006|18868662|T-Import,14470894,0,55:30.8,agi_bideveloper2,INSERT
31119292,KD,ORD,4874,00:00.0,NRT,ORD,0,0,0,0,I,55:30.8,10887230|205|31119292|I-Import,14471639,0,55:30.8,agi_bideveloper2,INSERT
49533492,JL,ORD,10,00:00.0,HND,ORD,1,6.3,0,0,I,55:30.8,10886356|131|49533492|I-Import,14473131,0,55:30.8,agi_bideveloper2,INSERT
59710825,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885477|081|59710825|I-Import,14471984,0,55:30.8,agi_bideveloper2,INSERT
18868651,DL,JFK,157,00:00.0,ACC,JFK,0,0,0,0,I,55:30.8,10888294|006|18868651|T-Import,14470895,0,55:30.8,agi_bideveloper2,INSERT
73776986,KD,ORD,4874,00:00.0,NRT,ORD,0,0,0,0,I,55:30.8,10887231|205|73776986|I-Import,14471640,0,55:30.8,agi_bideveloper2,INSERT
49902134,JL,ORD,10,00:00.0,HND,ORD,4,192.3,0,0,I,55:30.8,10886357|131|49902134|I-Import,14473132,0,55:30.8,agi_bideveloper2,INSERT
59710862,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885478|081|59710862|I-Import,14471985,0,55:30.8,agi_bideveloper2,INSERT
18868356,DL,JFK,157,00:00.0,ACC,JFK,0,0,0,0,I,55:30.8,10888295|006|18868356|I-Import,14470896,0,55:30.8,agi_bideveloper2,INSERT
73842031,KD,ORD,4874,00:00.0,NRT,ORD,0,0,0,0,I,55:30.8,10887232|205|73842031|I-Import,14471641,0,55:30.8,agi_bideveloper2,INSERT
49685510,JL,ORD,10,00:00.0,HND,ORD,4,841,0,0,I,55:30.8,10886358|131|49685510|I-Import,14473133,0,55:30.8,agi_bideveloper2,INSERT
59503684,QF,ORD,7521,00:00.0,PVG,ORD,0,0,0,0,I,55:30.8,10885479|081|59503684|I-Import,14471986,0,55:30.8,agi_bideveloper2,INSERT
18868566,DL,JFK,157,00:00.0,ACC,JFK,0,0,0,0,I,55:30.8,10888296|006|18868566|T-Import,14470897,0,55:30.8,agi_bideveloper2,INSERT
92688444,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883716|369|92688444|I-Import,14471642,0,55:30.8,agi_bideveloper2,INSERT
49864990,JL,ORD,10,00:00.0,HND,ORD,2,24,0,0,I,55:30.8,10886359|131|49864990|I-Import,14473134,0,55:30.8,agi_bideveloper2,INSERT
93526156,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885509|369|93526156|I-Import,14471987,0,55:30.8,agi_bideveloper2,INSERT
18868592,DL,JFK,157,00:00.0,ACC,JFK,0,0,0,0,I,55:30.8,10888297|006|18868592|T-Import,14470898,0,55:30.8,agi_bideveloper2,INSERT
92688260,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883717|369|92688260|I-Import,14471643,0,55:30.8,agi_bideveloper2,INSERT
49632380,JL,ORD,10,00:00.0,HND,ORD,3,1330.5,0,0,I,55:30.8,10886360|131|49632380|I-Import,14473135,0,55:30.8,agi_bideveloper2,INSERT
93521901,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885510|369|93521901|I-Import,14471988,0,55:30.8,agi_bideveloper2,INSERT
18868640,DL,JFK,157,00:00.0,ACC,JFK,0,0,0,0,I,55:30.8,10888298|006|18868640|T-Import,14470899,0,55:30.8,agi_bideveloper2,INSERT
92688293,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883718|369|92688293|I-Import,14471644,0,55:30.8,agi_bideveloper2,INSERT
34160910,JL,ORD,10,00:00.0,HND,ORD,11,92,0,0,I,55:30.8,10886361|131|34160910|I-Import,14473136,0,55:30.8,agi_bideveloper2,INSERT
93518751,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885511|369|93518751|I-Import,14471989,0,55:30.8,agi_bideveloper2,INSERT
18868636,DL,JFK,157,00:00.0,ACC,JFK,0,0,0,0,I,55:30.8,10888299|006|18868636|T-Import,14470900,0,55:30.8,agi_bideveloper2,INSERT
92688330,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883719|369|92688330|I-Import,14471645,0,55:30.8,agi_bideveloper2,INSERT
34269690,JL,ORD,10,00:00.0,HND,ORD,6,34,0,0,I,55:30.8,10886362|131|34269690|I-Import,14473137,0,55:30.8,agi_bideveloper2,INSERT
93525401,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885512|369|93525401|I-Import,14471990,0,55:30.8,agi_bideveloper2,INSERT
18868356,DL,JFK,157,00:00.0,ACC,JFK,0,0,3117,0,I,55:30.8,10888300|006|18868356|I-Import,14470901,0,55:30.8,agi_bideveloper2,INSERT
92688304,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883720|369|92688304|I-Import,14471646,0,55:30.8,agi_bideveloper2,INSERT
34266260,JL,ORD,10,00:00.0,HND,ORD,1,406,0,0,I,55:30.8,10886363|131|34266260|I-Import,14473138,0,55:30.8,agi_bideveloper2,INSERT
93525865,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885513|369|93525865|I-Import,14471991,0,55:30.8,agi_bideveloper2,INSERT
18868710,DL,JFK,157,00:00.0,ACC,JFK,0,0,0,0,I,55:30.8,10888301|006|18868710|T-Import,14470902,0,55:30.8,agi_bideveloper2,INSERT
92688363,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883721|369|92688363|I-Import,14471647,0,55:30.8,agi_bideveloper2,INSERT
49598264,JL,ORD,10,00:00.0,HND,ORD,62,676,0,0,I,55:30.8,10886364|131|49598264|I-Import,14473139,0,55:30.8,agi_bideveloper2,INSERT
93525294,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885514|369|93525294|I-Import,14471992,0,55:30.8,agi_bideveloper2,INSERT
18868625,DL,JFK,157,00:00.0,ACC,JFK,0,0,0,0,I,55:30.8,10888302|006|18868625|T-Import,14470903,0,55:30.8,agi_bideveloper2,INSERT
92688326,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883722|369|92688326|I-Import,14471648,0,55:30.8,agi_bideveloper2,INSERT
49829231,JL,ORD,10,00:00.0,HND,ORD,13,103,0,0,I,55:30.8,10886365|131|49829231|I-Import,14473140,0,55:30.8,agi_bideveloper2,INSERT
93526672,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885515|369|93526672|I-Import,14471993,0,55:30.8,agi_bideveloper2,INSERT
18868404,DL,JFK,157,00:00.0,ACC,JFK,0,0,0,0,I,55:30.8,10888303|006|18868404|T-Import,14470904,0,55:30.8,agi_bideveloper2,INSERT
92688330,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883723|369|92688330|I-Import,14471649,0,55:30.8,agi_bideveloper2,INSERT
34466666,JL,ORD,10,00:00.0,HND,ORD,59,1092,12871.7,0,I,55:30.8,10886366|131|34466666|I-Import,14473141,0,55:30.8,agi_bideveloper2,INSERT
93526856,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885516|369|93526856|I-Import,14471994,0,55:30.8,agi_bideveloper2,INSERT
49952486,JL,SFO,58,00:00.0,NRT,SFO,0,0,0,0,I,55:30.8,10888313|131|49952486|I-Import,14470905,0,55:30.8,agi_bideveloper2,INSERT
92688374,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883724|369|92688374|I-Import,14471650,0,55:30.8,agi_bideveloper2,INSERT
34465782,JL,ORD,10,00:00.0,HND,ORD,12,1179,0,0,I,55:30.8,10886367|131|34465782|I-Import,14473142,0,55:30.8,agi_bideveloper2,INSERT
93526672,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885517|369|93526672|I-Import,14471995,0,55:30.8,agi_bideveloper2,INSERT
49795826,JL,SFO,58,00:00.0,NRT,SFO,0,0,0,0,I,55:30.8,10888314|131|49795826|I-Import,14470906,0,55:30.8,agi_bideveloper2,INSERT
92688400,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883725|369|92688400|I-Import,14471651,0,55:30.8,agi_bideveloper2,INSERT
48297395,JL,ORD,10,00:00.0,HND,ORD,1,12,0,0,I,55:30.8,10886368|131|48297395|I-Import,14473143,0,55:30.8,agi_bideveloper2,INSERT
93526856,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885518|369|93526856|I-Import,14471996,0,55:30.8,agi_bideveloper2,INSERT
33457874,JL,SFO,58,00:00.0,NRT,SFO,0,0,0,0,I,55:30.8,10888315|131|33457874|I-Import,14470907,0,55:30.8,agi_bideveloper2,INSERT
92688411,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883726|369|92688411|I-Import,14471652,0,55:30.8,agi_bideveloper2,INSERT
49875442,JL,ORD,10,00:00.0,HND,ORD,1,11,0,0,I,55:30.8,10886369|131|49875442|I-Import,14473144,0,55:30.8,agi_bideveloper2,INSERT
93525224,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885519|369|93525224|I-Import,14471997,0,55:30.8,agi_bideveloper2,INSERT
33457874,JL,SFO,58,00:00.0,NRT,SFO,0,0,0,0,I,55:30.8,10888316|131|33457874|I-Import,14470908,0,55:30.8,agi_bideveloper2,INSERT
92688256,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883727|369|92688256|I-Import,14471653,0,55:30.8,agi_bideveloper2,INSERT
49784184,JL,ORD,10,00:00.0,HND,ORD,1,193,0,0,I,55:30.8,10886370|131|49784184|I-Import,14473145,0,55:30.8,agi_bideveloper2,INSERT
93525191,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885520|369|93525191|I-Import,14471998,0,55:30.8,agi_bideveloper2,INSERT
34165515,JL,SFO,58,00:00.0,NRT,SFO,0,0,0,0,I,55:30.8,10888317|131|34165515|I-Import,14470909,0,55:30.8,agi_bideveloper2,INSERT
42825392,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887833|180|42825392|I-Import,14471680,0,55:30.8,agi_bideveloper2,INSERT
49800656,JL,ORD,10,00:00.0,HND,ORD,2,17.5,0,0,I,55:30.8,10886371|131|49800656|I-Import,14473146,0,55:30.8,agi_bideveloper2,INSERT
93526053,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885521|369|93526053|I-Import,14471999,0,55:30.8,agi_bideveloper2,INSERT
49617982,JL,SFO,58,00:00.0,NRT,SFO,0,0,0,0,I,55:30.8,10888318|131|49617982|I-Import,14470910,0,55:30.8,agi_bideveloper2,INSERT
96008544,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887834|023|96008544|T-Import,14471681,0,55:30.8,agi_bideveloper2,INSERT
49763652,JL,ORD,10,00:00.0,HND,ORD,6,186.6,0,0,I,55:30.8,10886372|131|49763652|I-Import,14473147,0,55:30.8,agi_bideveloper2,INSERT
93525235,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885522|369|93525235|I-Import,14472000,0,55:30.8,agi_bideveloper2,INSERT
49584430,JL,SFO,58,00:00.0,NRT,SFO,0,0,0,0,I,55:30.8,10888319|131|49584430|I-Import,14470911,0,55:30.8,agi_bideveloper2,INSERT
69202652,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887835|180|69202652|I-Import,14471682,0,55:30.8,agi_bideveloper2,INSERT
49890304,JL,ORD,10,00:00.0,HND,ORD,16,237.2,0,0,I,55:30.8,10886373|131|49890304|I-Import,14473148,0,55:30.8,agi_bideveloper2,INSERT
93526635,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885523|369|93526635|I-Import,14472001,0,55:30.8,agi_bideveloper2,INSERT
34254640,JL,SFO,58,00:00.0,NRT,SFO,0,0,0,0,I,55:30.8,10888320|131|34254640|T-Import,14470912,0,55:30.8,agi_bideveloper2,INSERT
42092245,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887836|180|42092245|I-Import,14471683,0,55:30.8,agi_bideveloper2,INSERT
34299576,JL,ORD,10,00:00.0,HND,ORD,0,0,0,0,I,55:30.8,10886374|131|34299576|T-Import,14473149,0,55:30.8,agi_bideveloper2,INSERT
93525202,5Y,ORD,8763,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10885524|369|93525202|I-Import,14472002,0,55:30.8,agi_bideveloper2,INSERT
49617982,JL,SFO,58,00:00.0,NRT,SFO,0,0,0,0,I,55:30.8,10888321|131|49617982|I-Import,14470913,0,55:30.8,agi_bideveloper2,INSERT
27682546,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887837|180|27682546|I-Import,14471684,0,55:30.8,agi_bideveloper2,INSERT
33412540,JL,ORD,10,00:00.0,HND,ORD,6,264,0,0,I,55:30.8,10886375|131|33412540|I-Import,14473150,0,55:30.8,agi_bideveloper2,INSERT
93490471,5Y,ORD,342,00:00.0,XMN,ORD,0,0,0,0,I,55:30.8,10889431|369|93490471|I-Import,14472003,0,55:30.8,agi_bideveloper2,INSERT
49858410,JL,SFO,58,00:00.0,NRT,SFO,0,0,0,0,I,55:30.8,10888322|131|49858410|T-Import,14470914,0,55:30.8,agi_bideveloper2,INSERT
42906603,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887838|180|42906603|I-Import,14471685,0,55:30.8,agi_bideveloper2,INSERT
49693884,JL,ORD,10,00:00.0,HND,ORD,1,33,0,0,I,55:30.8,10886376|131|49693884|I-Import,14473151,0,55:30.8,agi_bideveloper2,INSERT
93489852,5Y,ORD,342,00:00.0,XMN,ORD,0,0,0,0,I,55:30.8,10889432|369|93489852|I-Import,14472004,0,55:30.8,agi_bideveloper2,INSERT
49795826,JL,SFO,58,00:00.0,NRT,SFO,0,0,0,0,I,55:30.8,10888323|131|49795826|I-Import,14470915,0,55:30.8,agi_bideveloper2,INSERT
45418505,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887839|180|45418505|I-Import,14471686,0,55:30.8,agi_bideveloper2,INSERT
49693910,JL,ORD,10,00:00.0,HND,ORD,1,33,0,0,I,55:30.8,10886377|131|49693910|I-Import,14473152,0,55:30.8,agi_bideveloper2,INSERT
93489745,5Y,ORD,342,00:00.0,XMN,ORD,0,0,0,0,I,55:30.8,10889433|369|93489745|I-Import,14472005,0,55:30.8,agi_bideveloper2,INSERT
94036294,5Y,ORD,8245,00:00.0,EHU,ORD,0,0,0,0,I,55:30.8,10884213|369|94036294|I-Import,14470916,0,55:30.8,agi_bideveloper2,INSERT
42135306,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887840|180|42135306|I-Import,14471687,0,55:30.8,agi_bideveloper2,INSERT
49786822,JL,ORD,10,00:00.0,HND,ORD,34,309,0,0,I,55:30.8,10886378|131|49786822|I-Import,14473153,0,55:30.8,agi_bideveloper2,INSERT
93489826,5Y,ORD,342,00:00.0,XMN,ORD,0,0,0,0,I,55:30.8,10889434|369|93489826|I-Import,14472006,0,55:30.8,agi_bideveloper2,INSERT
94036283,5Y,ORD,8245,00:00.0,EHU,ORD,0,0,0,0,I,55:30.8,10884214|369|94036283|I-Import,14470917,0,55:30.8,agi_bideveloper2,INSERT
27674124,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887841|180|27674124|I-Import,14471688,0,55:30.8,agi_bideveloper2,INSERT
49617875,JL,ORD,10,00:00.0,HND,ORD,50,1619,0,0,I,55:30.8,10886379|131|49617875|I-Import,14473154,0,55:30.8,agi_bideveloper2,INSERT
93489863,5Y,ORD,342,00:00.0,XMN,ORD,0,0,0,0,I,55:30.8,10889435|369|93489863|I-Import,14472007,0,55:30.8,agi_bideveloper2,INSERT
94036530,5Y,ORD,8245,00:00.0,EHU,ORD,0,0,0,0,I,55:30.8,10884215|369|94036530|I-Import,14470918,0,55:30.8,agi_bideveloper2,INSERT
94537590,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887842|023|94537590|T-Import,14471689,0,55:30.8,agi_bideveloper2,INSERT
25942593,KE,ORD,284,00:00.0,ORD,ICN,10,1252.3,1252.3,0,E,55:30.8,10886405|180|25942593|E,14473155,0,55:30.8,agi_bideveloper2,INSERT
93489793,5Y,ORD,342,00:00.0,XMN,ORD,0,0,97217,0,I,55:30.8,10889436|369|93489793|I-Import,14472008,0,55:30.8,agi_bideveloper2,INSERT
94036283,5Y,ORD,8245,00:00.0,EHU,ORD,0,0,0,0,I,55:30.8,10884216|369|94036283|I-Import,14470919,0,55:30.8,agi_bideveloper2,INSERT
96008544,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887843|023|96008544|T-Import,14471690,0,55:30.8,agi_bideveloper2,INSERT
25868636,KE,ORD,284,00:00.0,ORD,ICN,5,1955,1955,0,E,55:30.8,10886406|180|25868636|E,14473156,0,55:30.8,agi_bideveloper2,INSERT
93489841,5Y,ORD,342,00:00.0,XMN,ORD,0,0,0,0,I,55:30.8,10889437|369|93489841|I-Import,14472009,0,55:30.8,agi_bideveloper2,INSERT
94036272,5Y,ORD,8245,00:00.0,EHU,ORD,0,0,0,0,I,55:30.8,10884217|369|94036272|I-Import,14470920,0,55:30.8,agi_bideveloper2,INSERT
42386153,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887844|180|42386153|I-Import,14471691,0,55:30.8,agi_bideveloper2,INSERT
26068291,KE,ORD,284,00:00.0,ORD,ICN,3,217.2,217.2,0,E,55:30.8,10886407|180|26068291|E,14473157,0,55:30.8,agi_bideveloper2,INSERT
93489885,5Y,ORD,342,00:00.0,XMN,ORD,0,0,0,0,I,55:30.8,10889438|369|93489885|I-Import,14472010,0,55:30.8,agi_bideveloper2,INSERT
94036235,5Y,ORD,8245,00:00.0,EHU,ORD,0,0,0,0,I,55:30.8,10884218|369|94036235|I-Import,14470921,0,55:30.8,agi_bideveloper2,INSERT
69202770,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887845|180|69202770|I-Import,14471692,0,55:30.8,agi_bideveloper2,INSERT
26201696,KE,ORD,284,00:00.0,ORD,ICN,1,453.6,453.6,0,E,55:30.8,10886408|180|26201696|E,14473158,0,55:30.8,agi_bideveloper2,INSERT
93490272,5Y,ORD,342,00:00.0,XMN,ORD,0,0,0,0,I,55:30.8,10889439|369|93490272|I-Import,14472011,0,55:30.8,agi_bideveloper2,INSERT
94040704,5Y,ORD,8245,00:00.0,EHU,ORD,0,0,0,0,I,55:30.8,10884219|369|94040704|I-Import,14470922,0,55:30.8,agi_bideveloper2,INSERT
69202906,KE,ORD,231,00:00.0,ICN,ORD,0,0,0,0,I,55:30.8,10887846|180|69202906|I-Import,14471693,0,55:30.8,agi_bideveloper2,INSERT
26023421,KE,ORD,284,00:00.0,ORD,ICN,4,1778.8,1778.8,0,E,55:30.8,10886409|180|26023421|E,14473159,0,55:30.8,agi_bideveloper2,INSERT
